date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:21:22	181/181	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Sep%202019%2023:21:23%20GMT	http://html.codedthemes.com/robots.txt		(from )
20:21:22	45683/45683	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html	(from )
20:21:23	41065/41065	---MCZ	200	added ('OK')	text/css	etag:W/%22a069-57bbba6f92580%22	http://html.codedthemes.com/datta-able/bootstrap/assets/fonts/fontawesome/css/fontawesome-all.min.css	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/assets/fonts/fontawesome/css/fontawesome-all.min.css	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:23	57902/57902	---MCZ	200	added ('OK')	text/css	etag:W/%22e22e-57bbba754b300%22	http://html.codedthemes.com/datta-able/bootstrap/assets/plugins/animation/css/animate.min.css	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/assets/plugins/animation/css/animate.min.css	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:24	272896/272896	---MCZ	200	added ('OK')	text/css	etag:W/%225326b-57e0219d55900%22	http://html.codedthemes.com/datta-able/bootstrap/assets/css/style.css	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/assets/css/style.css	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:25	52953/52953	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:30:30%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/index.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/index.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:25	51235/51235	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-ecommerce.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/dashboard-ecommerce.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:26	62659/62659	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crm.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/dashboard-crm.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:26	48364/48364	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-analytics.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/dashboard-analytics.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:27	56688/56688	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-project.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/dashboard-project.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:28	104586/104586	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:28%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/layout-static.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/layout-static.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:28	104884/104884	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:28%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/layout-fixed.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/layout-fixed.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:29	103903/103903	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:28%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/layout-menu-fixed.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/layout-menu-fixed.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:29	104581/104581	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:28%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/layout-mini-menu.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/layout-mini-menu.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:30	107176/107176	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:28%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/layout-horizontal.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/layout-horizontal.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:30	104414/104414	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:28%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/layout-box.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/layout-box.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:31	104395/104395	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:28%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/layout-rtl.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/layout-rtl.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:32	104872/104872	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:28%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/layout-dark.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/layout-dark.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:33	104832/104832	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:28%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/layout-menu-icon.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/layout-menu-icon.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:33	212930/212930	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:28%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/layout-light.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/layout-light.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:36	59964/59964	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:28%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/widget-data.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/widget-data.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:36	89053/89053	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:28%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/widget-statistic.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/widget-statistic.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:37	51553/51553	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:28%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/widget-user-card.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/widget-user-card.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:37	69962/69962	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:28%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/widget-table.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/widget-table.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:38	43726/43726	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/bc_alert.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/bc_alert.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:38	82527/82527	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:28%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/widget-chart.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/widget-chart.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:39	41303/41303	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/bc_badges.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/bc_badges.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:39	80210/80210	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/bc_button.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/bc_button.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:40	43222/43222	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/bc_breadcrumb-pagination.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/bc_breadcrumb-pagination.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:40	50131/50131	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/bc_card.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/bc_card.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:41	43703/43703	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/bc_collapse.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/bc_collapse.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:41	44164/44164	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/bc_carousel.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/bc_carousel.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:42	43958/43958	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/bc_progress.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/bc_progress.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:42	104676/104676	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/bc_grid.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/bc_grid.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:43	51725/51725	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:37:08%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/bc_modal.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/bc_modal.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:43	42528/42528	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:50:36%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/bc_spinner.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/bc_spinner.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:44	47165/47165	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/bc_tabs.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/bc_tabs.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:45	45568/45568	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/bc_typography.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/bc_typography.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:45	40279/40279	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:42:06%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/bc_tooltip-popover.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/bc_tooltip-popover.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:46	45710/45710	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:51:52%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/bc_toasts.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/bc_toasts.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:46	44462/44462	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:35:32%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/bc_extra.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/bc_extra.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:47	40235/40235	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/ac_alert.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/ac_alert.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:48	42452/42452	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/ac_gridstack.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/ac_gridstack.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:49	46860/46860	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/ac_lightbox.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/ac_lightbox.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:49	53054/53054	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/ac_modal.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/ac_modal.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:49	43164/43164	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/ac_notification.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/ac_notification.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:50	41790/41790	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/ac_nestable.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/ac_nestable.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:51	46891/46891	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/ac_pnotify.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/ac_pnotify.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:51	45035/45035	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/ac_rating.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/ac_rating.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:51	47971/47971	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/ac_rangeslider.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/ac_rangeslider.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:52	40971/40971	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/ac-datepicker-componant.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/ac-datepicker-componant.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:52	40233/40233	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/ac_slider.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/ac_slider.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:52	50673/50673	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/ac_syntax_highlighter.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/ac_syntax_highlighter.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:53	40005/40005	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/ac_tour.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/ac_tour.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:53	40177/40177	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/ac_treeview.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/ac_treeview.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:54	43837/43837	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/ac_toolbar.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/ac_toolbar.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:54	39637/39637	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/ec-session-timeout.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/ec-session-timeout.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:55	39803/39803	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/ec-session-idle-timeout.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/ec-session-idle-timeout.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:55	41773/41773	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/ec-offline.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/ec-offline.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:56	44712/44712	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/icon-feather.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/icon-feather.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:57	66914/66914	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/animation.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/animation.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:57	58046/58046	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/icon-fontawsome.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/icon-fontawsome.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:58	44775/44775	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/icon-flag.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/icon-flag.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:59	99305/99305	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/icon-material.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/icon-material.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:59	43931/43931	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:28%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/icon-simple-line.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/icon-simple-line.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:21:59	46626/46626	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:28%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/icon-themify.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/icon-themify.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:22:00	66881/66881	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/form_elements.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/form_elements.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:22:01	43443/43443	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/form-validation.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/form-validation.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:22:01	83451/83451	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/form-elements-advance.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/form-elements-advance.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:22:02	45003/45003	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/form-masking.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/form-masking.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:22:02	46838/46838	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/form-wizard.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/form-wizard.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:22:03	45942/45942	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/form-picker.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/form-picker.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
20:22:03	48145/48145	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Dec%202018%2015:32:46%20GMT	http://html.codedthemes.com/datta-able/bootstrap/default/form-select.html	C:/Users/Cleitom/Desktop/site/.systemplate/html.codedthemes.com/datta-able/bootstrap/default/form-select.html	(from http://html.codedthemes.com/datta-able/bootstrap/default/dashboard-crypto.html)
